strain	virus	date	region	country	gisaid_epi_isl
hCoV-19/USA/NC-CDC-STM-000048242/2021	ncov	2021-03-31	North America	USA	EPI_ISL_1691249
hCoV-19/USA/FL-CDC-STM-000046863/2021	ncov	2021-03-30	North America	USA	EPI_ISL_1690887
hCoV-19/Curacao/CW-RIVM-27955/2021	ncov	2021-01-09	Caribbean	Curacao	EPI_ISL_1962971
hCoV-19/Belize/BZ-CML-TCMC-BZ015-1020/2020	ncov	2020-10-21	North America	Belize	EPI_ISL_1822772
hCoV-19/SintMaarten/SX-RIVM-25273/2021	ncov	2021-03-30	Caribbean	Sint Maarten	EPI_ISL_1703530
hCoV-19/Guadeloupe/IPP09283/2021	ncov	2021-03-30	Caribbean	Guadeloupe	EPI_ISL_1700594
hCoV-19/SintMaarten/SX-RIVM-25316/2021	ncov	2021-03-29	Caribbean	Sint Maarten	EPI_ISL_1703572
hCoV-19/SintMaarten/SX-RIVM-25284/2021	ncov	2021-03-29	Caribbean	Sint Maarten	EPI_ISL_1703541
hCoV-19/SintMaarten/SX-RIVM-25295/2021	ncov	2021-03-30	Caribbean	Sint Maarten	EPI_ISL_1703552
hCoV-19/Australia/SA0649/2021	ncov	2021-03-18	Oceania	Australia	EPI_ISL_1704788
hCoV-19/Curacao/CW-RIVM-25459/2021	ncov	2021-03-31	Caribbean	Curacao	EPI_ISL_1704932
hCoV-19/Netherlands/NB-RIVM-24937/2021	ncov	2021-03-18	Europe	Netherlands	EPI_ISL_1703195
hCoV-19/SintMaarten/SX-RIVM-23090/2021	ncov	2021-02-17	Caribbean	Sint Maarten	EPI_ISL_1595972
hCoV-19/Madagascar/IPM-00799/2021	ncov	2021-01-12	Africa	Madagascar	EPI_ISL_1660242
hCoV-19/Australia/SA0643/2021	ncov	2021-03-13	Oceania	Australia	EPI_ISL_1704676
hCoV-19/Netherlands/GE-RIVM-25098/2021	ncov	2021-03-31	Europe	Netherlands	EPI_ISL_1703356
hCoV-19/SintMaarten/SX-RIVM-25684/2021	ncov	2021-03-30	Caribbean	Sint Maarten	EPI_ISL_1705157
hCoV-19/SintMaarten/SX-RIVM-25718/2021	ncov	2021-03-30	Caribbean	Sint Maarten	EPI_ISL_1705191
hCoV-19/SintMaarten/SX-RIVM-25706/2021	ncov	2021-03-30	Caribbean	Sint Maarten	EPI_ISL_1705179
hCoV-19/SintMaarten/SX-RIVM-25672/2021	ncov	2021-03-31	Caribbean	Sint Maarten	EPI_ISL_1705145
hCoV-19/USA/NY-MSHSPSP-PV35355/2021	ncov	2021-03-17	North America	USA	EPI_ISL_1709450
hCoV-19/CostaRica/INC-0432/2021	ncov	2021-03-04	North America	Costa Rica	EPI_ISL_1712401
hCoV-19/CostaRica/INC-0435/2021	ncov	2021-03-03	North America	Costa Rica	EPI_ISL_1712404
hCoV-19/CostaRica/INC-0449/2021	ncov	2021-03-08	North America	Costa Rica	EPI_ISL_1712417
hCoV-19/CostaRica/INC-0450/2021	ncov	2021-03-10	North America	Costa Rica	EPI_ISL_1712418
hCoV-19/CostaRica/INC-0453/2021	ncov	2021-03-10	North America	Costa Rica	EPI_ISL_1712421
hCoV-19/CostaRica/INC-0428/2021	ncov	2021-03-08	North America	Costa Rica	EPI_ISL_1712397
hCoV-19/CostaRica/INC-0409/2021	ncov	2021-03-01	North America	Costa Rica	EPI_ISL_1712378
hCoV-19/CostaRica/INC-0415/2021	ncov	2021-03-01	North America	Costa Rica	EPI_ISL_1712384
hCoV-19/CostaRica/INC-0419/2021	ncov	2021-03-01	North America	Costa Rica	EPI_ISL_1712388
hCoV-19/CostaRica/INC-0412/2021	ncov	2021-03-02	North America	Costa Rica	EPI_ISL_1712381
hCoV-19/CostaRica/INC-0411/2021	ncov	2021-03-02	North America	Costa Rica	EPI_ISL_1712380
hCoV-19/Belize/BZ-CML-TCMC-BZ016-1020/2020	ncov	2020-10-23	North America	Belize	EPI_ISL_1822773
hCoV-19/Brazil/SP-2369/2021	ncov	2021-03-07	South America	Brazil	EPI_ISL_1715136
hCoV-19/Nigeria/CV1032/2021	ncov	2021-01-17	Africa	Nigeria	EPI_ISL_1715394
hCoV-19/Nigeria/CV939/2021	ncov	2021-01-08	Africa	Nigeria	EPI_ISL_1715372
hCoV-19/USA/CT-CDC-2-4195194/2020	ncov	2020-12-21	North America	USA	EPI_ISL_1711715
hCoV-19/PuertoRico/PR-CDC-2-4195477/2021	ncov	2021-03-29	Caribbean	Puerto Rico	EPI_ISL_1711682
hCoV-19/Belize/BZ-CML-TCMC-BZ019-1220/2020	ncov	2020-12-07	North America	Belize	EPI_ISL_1822775
hCoV-19/Brazil/SP-2593/2021	ncov	2021-03-31	South America	Brazil	EPI_ISL_1731604
hCoV-19/USA/PA-MGEL-02119/2020	ncov	2020-11-18	North America	USA	EPI_ISL_1732479
hCoV-19/USA/PA-MGEL-02095/2021	ncov	2021-03-08	North America	USA	EPI_ISL_1732456
hCoV-19/Panama/GMI-PA630322/2020	ncov	2020-12-30	North America	Panama	EPI_ISL_1502943
hCoV-19/Canada/ON-LHSC90/2021	ncov	2021-01-18	North America	Canada	EPI_ISL_1740248
hCoV-19/Panama/GMI-PABT1907/2020	ncov	2020-07-19	North America	Panama	EPI_ISL_1502876
hCoV-19/France/IDF-HMN-21032230221/2021	ncov	2021-03-16	Europe	France	EPI_ISL_1754613
hCoV-19/Japan/KNG0031/2021	ncov	2021-03-31	Asia	Japan	EPI_ISL_1755909
hCoV-19/PuertoRico/PR-CDC-S337/2021	ncov	2021-03-31	Caribbean	Puerto Rico	EPI_ISL_1760278
hCoV-19/PuertoRico/PR-CDC-S354/2021	ncov	2021-03-10	Caribbean	Puerto Rico	EPI_ISL_1760295
hCoV-19/PuertoRico/PR-CDC-S293/2020	ncov	2020-12-01	Caribbean	Puerto Rico	EPI_ISL_1760235
hCoV-19/PuertoRico/PR-CDC-S303/2021	ncov	2021-01-25	Caribbean	Puerto Rico	EPI_ISL_1760245
hCoV-19/PuertoRico/PR-CDC-S301/2021	ncov	2021-01-29	Caribbean	Puerto Rico	EPI_ISL_1760243
hCoV-19/PuertoRico/PR-CDC-S325/2021	ncov	2021-03-25	Caribbean	Puerto Rico	EPI_ISL_1760267
hCoV-19/PuertoRico/PR-CDC-S274/2020	ncov	2020-12-14	Caribbean	Puerto Rico	EPI_ISL_1760216
hCoV-19/PuertoRico/PR-CDC-S282/2020	ncov	2020-12-16	Caribbean	Puerto Rico	EPI_ISL_1760224
hCoV-19/Israel/CVL-5879/2021	ncov	2021-01-28	Asia	Israel	EPI_ISL_1762234
hCoV-19/Israel/CVL-6292/2021	ncov	2021-01-07	Asia	Israel	EPI_ISL_1762334
hCoV-19/Israel/CVL-5901/2021	ncov	2021-01-27	Asia	Israel	EPI_ISL_1762253
hCoV-19/Israel/CVL-2842/2021	ncov	2021-01-10	Asia	Israel	EPI_ISL_1762538
hCoV-19/Israel/CVL-3152/2021	ncov	2021-01-18	Asia	Israel	EPI_ISL_1762447
hCoV-19/Japan/PG-22074/2021	ncov	2021-01-09	Asia	Japan	EPI_ISL_1472113
hCoV-19/SouthKorea/KDCA2613/2021	ncov	2021-03-18	Asia	South Korea	EPI_ISL_1490113
hCoV-19/Belize/BZ-CML-TCMC-BZ027-1220/2020	ncov	2020-12-22	North America	Belize	EPI_ISL_1822778
hCoV-19/Spain/MD-IBV-98023882/2021	ncov	2021-03-09	Europe	Spain	EPI_ISL_1788166
hCoV-19/Brazil/SP-833809/2021	ncov	2021-03-22	South America	Brazil	EPI_ISL_1795081
hCoV-19/Brazil/SP-819728/2021	ncov	2021-03-21	South America	Brazil	EPI_ISL_1795144
hCoV-19/USA/CA-SEARCH-8836/2021	ncov	2021-01-02	North America	USA	EPI_ISL_1794675
hCoV-19/Brazil/SP-844337/2021	ncov	2021-03-23	South America	Brazil	EPI_ISL_1795427
hCoV-19/Brazil/SP-819576/2021	ncov	2021-03-21	South America	Brazil	EPI_ISL_1795385
hCoV-19/Brazil/SP-FOB-3-237/2021	ncov	2021-03-22	South America	Brazil	EPI_ISL_1795378
hCoV-19/Brazil/SP-844362/2021	ncov	2021-03-21	South America	Brazil	EPI_ISL_1795357
hCoV-19/India/BR-ILSGS00329/2021	ncov	2021-03-04	Asia	India	EPI_ISL_1662280
hCoV-19/Brazil/RS-00310HM_LMM52636/2020	ncov	2020-07-28	South America	Brazil	EPI_ISL_1799499
hCoV-19/Sweden/15161247P/2021	ncov	2021-03-11	Europe	Sweden	EPI_ISL_1808756
hCoV-19/CostaRica/HNN-0468/2021	ncov	2021-03-23	North America	Costa Rica	EPI_ISL_1811238
hCoV-19/Sweden/15023847P/2021	ncov	2021-03-08	Europe	Sweden	EPI_ISL_1809649
hCoV-19/Belize/BZ-CML-TCMC-BZ037-1220/2020	ncov	2020-12-30	North America	Belize	EPI_ISL_1822781
hCoV-19/Sweden/10029301/2021	ncov	2021-03-04	Europe	Sweden	EPI_ISL_1808194
hCoV-19/USA/CA-SEARCH-15770/2021	ncov	2021-01-18	North America	USA	EPI_ISL_1813228
hCoV-19/USA/CA-SEARCH-14798/2021	ncov	2021-02-16	North America	USA	EPI_ISL_1812446
hCoV-19/Senegal/SN-TH-TIV-1165/2020	ncov	2020-08-07	Africa	Senegal	EPI_ISL_1827882
hCoV-19/SouthAfrica/UFS-280/2021	ncov	2021-02-08	Africa	South Africa	EPI_ISL_1818908
hCoV-19/Denmark/DCGC-51294/2020	ncov	2020-11-23	Europe	Denmark	EPI_ISL_1859082
hCoV-19/Belize/BZ-CML-TCMC-BZ039-0121/2021	ncov	2021-01-03	North America	Belize	EPI_ISL_1822782
hCoV-19/Brazil/SP-2448/2021	ncov	2021-03-11	South America	Brazil	EPI_ISL_1821243
hCoV-19/Belize/BZ-CML-TCMC-BZ009-1020/2020	ncov	2020-10-05	North America	Belize	EPI_ISL_1822766
hCoV-19/Belize/BZ-CML-TCMC-BZ010-1020/2020	ncov	2020-10-06	North America	Belize	EPI_ISL_1822767
hCoV-19/Belize/BZ-CML-TCMC-BZ003-0820/2020	ncov	2020-08-12	North America	Belize	EPI_ISL_1822761
hCoV-19/Belize/BZ-CML-TCMC-BZ005-0820/2020	ncov	2020-08-28	North America	Belize	EPI_ISL_1822762
hCoV-19/Belize/BZ-CML-TCMC-BZ006-0920/2020	ncov	2020-09-18	North America	Belize	EPI_ISL_1822763
hCoV-19/Belize/BZ-CML-TCMC-BZ030-1220/2020	ncov	2020-12-26	North America	Belize	EPI_ISL_1822779
hCoV-19/Belize/BZ-CML-TCMC-BZ021-1220/2020	ncov	2020-12-16	North America	Belize	EPI_ISL_1822776
hCoV-19/Belize/BZ-CML-TCMC-BZ024-1220/2020	ncov	2020-12-19	North America	Belize	EPI_ISL_1822777
hCoV-19/Belize/BZ-CML-TCMC-BZ017-1020/2020	ncov	2020-10-25	North America	Belize	EPI_ISL_1822774
hCoV-19/Belize/BZ-CML-TCMC-BZ042-0121/2021	ncov	2021-01-05	North America	Belize	EPI_ISL_1822783
hCoV-19/Belize/BZ-CML-TCMC-BZ044-0121/2021	ncov	2021-01-05	North America	Belize	EPI_ISL_1822784
hCoV-19/Mauritius/N4654/2021	ncov	2021-03-12	Africa	Mauritius	EPI_ISL_1827669
hCoV-19/CostaRica/INC-0485/2021	ncov	2021-03-10	North America	Costa Rica	EPI_ISL_1827515
hCoV-19/CostaRica/INC-0508/2021	ncov	2021-03-12	North America	Costa Rica	EPI_ISL_1827537
hCoV-19/CostaRica/INC-0506/2021	ncov	2021-03-20	North America	Costa Rica	EPI_ISL_1827535
hCoV-19/CostaRica/INC-0513/2021	ncov	2021-03-17	North America	Costa Rica	EPI_ISL_1827542
hCoV-19/SouthAfrica/NICD-N4433/2021	ncov	2021-01-05	Africa	South Africa	EPI_ISL_1827585
hCoV-19/SouthAfrica/NICD-N4427/2021	ncov	2021-01-05	Africa	South Africa	EPI_ISL_1827581
hCoV-19/USA/VA-DCLS-3281/2021	ncov	2021-01-16	North America	USA	EPI_ISL_1461683
hCoV-19/Brazil/SP-833980/2021	ncov	2021-03-22	South America	Brazil	EPI_ISL_1795078
hCoV-19/India/HP-274/2020	ncov	2020-12-14	Asia	India	EPI_ISL_2099685
hCoV-19/Bangladesh/CHRF-0203/2020	ncov	2020-10-10	Asia	Bangladesh	EPI_ISL_1469985
hCoV-19/Brazil/RJ-LNN00515/2021	ncov	2021-03-25	South America	Brazil	EPI_ISL_1858952
hCoV-19/Armenia/UW-ARM7/2020	ncov	2020-07-30	Asia	Armenia	EPI_ISL_1854647
hCoV-19/Panama/GMI-PA634129/2021	ncov	2021-01-01	North America	Panama	EPI_ISL_1502946
hCoV-19/Brazil/RJ-LNN00417/2021	ncov	2021-03-24	South America	Brazil	EPI_ISL_1858816
hCoV-19/Brazil/RJ-LNN00436/2021	ncov	2021-03-25	South America	Brazil	EPI_ISL_1858838
hCoV-19/Denmark/DCGC-54319/2021	ncov	2021-03-08	Europe	Denmark	EPI_ISL_1862747
hCoV-19/Denmark/DCGC-55076/2021	ncov	2021-03-15	Europe	Denmark	EPI_ISL_1863504
hCoV-19/Denmark/DCGC-60413/2020	ncov	2020-12-14	Europe	Denmark	EPI_ISL_1868984
hCoV-19/Denmark/DCGC-61377/2021	ncov	2021-01-04	Europe	Denmark	EPI_ISL_1869948
hCoV-19/Denmark/DCGC-61402/2020	ncov	2020-11-23	Europe	Denmark	EPI_ISL_1869973
hCoV-19/USA/MN-CDC-IBX094513829810/2021	ncov	2021-03-28	North America	USA	EPI_ISL_1692787
hCoV-19/Denmark/DCGC-68565/2020	ncov	2020-12-07	Europe	Denmark	EPI_ISL_1877136
hCoV-19/Tunisia/SP-0382/2021	ncov	2021-03-08	Africa	Tunisia	EPI_ISL_2035988
hCoV-19/Denmark/DCGC-66570/2021	ncov	2021-03-15	Europe	Denmark	EPI_ISL_1875141
hCoV-19/France/IDF-HMN-21032230483/2021	ncov	2021-03-15	Europe	France	EPI_ISL_1754574
hCoV-19/Denmark/DCGC-69659/2021	ncov	2021-02-22	Europe	Denmark	EPI_ISL_1878230
hCoV-19/Denmark/DCGC-75108/2020	ncov	2020-11-30	Europe	Denmark	EPI_ISL_1883679
hCoV-19/Armenia/UW-ARM13/2020	ncov	2020-08-03	Asia	Armenia	EPI_ISL_1854608
hCoV-19/Denmark/DCGC-76687/2020	ncov	2020-11-30	Europe	Denmark	EPI_ISL_1885258
hCoV-19/Denmark/DCGC-84030/2021	ncov	2021-03-29	Europe	Denmark	EPI_ISL_1893196
hCoV-19/Ethiopia/ICGEB-S10/2021	ncov	2021-01-27	Africa	Ethiopia	EPI_ISL_1899485
hCoV-19/USA/NY-MSHSPSP-PV29448/2021	ncov	2021-03-08	North America	USA	EPI_ISL_1709251
hCoV-19/Honduras/19169/2021	ncov	2021-02-17	North America	Honduras	EPI_ISL_2157552
hCoV-19/USA/MI-MDHHS-SC27452/2021	ncov	2021-03-22	North America	USA	EPI_ISL_1906506
hCoV-19/USA/WI-UW-4715/2020	ncov	2020-09-11	North America	USA	EPI_ISL_2294791
hCoV-19/Poland/NIPH-NIH_ECDC-3297/2021	ncov	2021-03-31	Europe	Poland	EPI_ISL_1910472
hCoV-19/USA/CA-CDC-4067777-001/2021	ncov	2021-03-24	North America	USA	EPI_ISL_1910460
hCoV-19/SouthAfrica/NICD-N3359/2021	ncov	2021-01-07	Africa	South Africa	EPI_ISL_1914830
hCoV-19/India/MH-ICMR-NIV-INSACOG-GSEQ-813/2021	ncov	2021-03-06	Asia	India	EPI_ISL_1704556
hCoV-19/India/MH-ICMR-NIV-INSAGOG-GSEQ-2324/2021	ncov	2021-03-29	Asia	India	EPI_ISL_1928478
hCoV-19/Japan/PG-29946/2021	ncov	2021-02-08	Asia	Japan	EPI_ISL_1928303
hCoV-19/Japan/PG-29247/2021	ncov	2021-01-30	Asia	Japan	EPI_ISL_1927921
hCoV-19/Japan/PG-29578/2021	ncov	2021-03-12	Asia	Japan	EPI_ISL_1927623
hCoV-19/Japan/PG-30749/2021	ncov	2021-03-22	Asia	Japan	EPI_ISL_1929250
hCoV-19/Indonesia/SB-80-FKUA/2020	ncov	2020-10-09	Asia	Indonesia	EPI_ISL_1533093
hCoV-19/PuertoRico/PR-CDC-S352/2021	ncov	2021-03-15	Caribbean	Puerto Rico	EPI_ISL_1760293
hCoV-19/Japan/PG-34758/2021	ncov	2021-03-29	Asia	Japan	EPI_ISL_1933915
hCoV-19/Japan/PG-32417/2021	ncov	2021-03-27	Asia	Japan	EPI_ISL_1931385
hCoV-19/Japan/PG-31670/2021	ncov	2021-03-25	Asia	Japan	EPI_ISL_1931038
hCoV-19/Japan/PG-33865/2021	ncov	2021-03-23	Asia	Japan	EPI_ISL_1933772
hCoV-19/Japan/PG-33978/2021	ncov	2021-03-30	Asia	Japan	EPI_ISL_1933448
hCoV-19/Japan/PG-32842/2021	ncov	2021-03-26	Asia	Japan	EPI_ISL_1932887
hCoV-19/India/MH-SEQ-199_S56_R1_001/2021	ncov	2021-03-22	Asia	India	EPI_ISL_1939882
hCoV-19/India/MH-NCCS-2100311/2021	ncov	2021-02-18	Asia	India	EPI_ISL_1540454
hCoV-19/Egypt/PHARCO-ARMY-81/2021	ncov	2021-02-12	Africa	Egypt	EPI_ISL_1936365
hCoV-19/Egypt/PHARCO-ARMY-21/2021	ncov	2021-02-12	Africa	Egypt	EPI_ISL_1936340
hCoV-19/Panama/GMI-PA645484/2021	ncov	2021-01-06	North America	Panama	EPI_ISL_1502968
hCoV-19/Curacao/CW-RIVM-27992/2021	ncov	2021-01-06	Caribbean	Curacao	EPI_ISL_1962976
hCoV-19/Japan/PG-29702/2021	ncov	2021-03-07	Asia	Japan	EPI_ISL_1928134
hCoV-19/CostaRica/HNN-0352/2020	ncov	2020-11-19	North America	Costa Rica	EPI_ISL_1517396
hCoV-19/Brazil/SP-IB_100391/2021	ncov	2021-03-29	South America	Brazil	EPI_ISL_1966412
hCoV-19/Brazil/SP-IB_100442/2021	ncov	2021-03-31	South America	Brazil	EPI_ISL_1966462
hCoV-19/Brazil/SP-IB_100462/2021	ncov	2021-03-31	South America	Brazil	EPI_ISL_1966480
hCoV-19/Japan/PG-32175/2021	ncov	2021-03-25	Asia	Japan	EPI_ISL_1968995
hCoV-19/Nigeria/CV1111/2021	ncov	2021-02-22	Africa	Nigeria	EPI_ISL_1970560
hCoV-19/CostaRica/INC-0429/2021	ncov	2021-03-09	North America	Costa Rica	EPI_ISL_1712398
hCoV-19/Japan/Donner325/2020	ncov	2020-12-14	Asia	Japan	EPI_ISL_1973183
hCoV-19/Singapore/349/2021	ncov	2021-03-25	Asia	Singapore	EPI_ISL_1476999
hCoV-19/Panama/GMI-PA660424/2021	ncov	2021-01-12	North America	Panama	EPI_ISL_1502999
hCoV-19/Norway/08597/2021	ncov	2021-03-28	Europe	Norway	EPI_ISL_1989144
hCoV-19/Ghana/NMIMR-TRA-21-12870/2021	ncov	2021-02-08	Africa	Ghana	EPI_ISL_2001094
hCoV-19/Belize/BZ-CML-TCMC-BZ014-1020/2020	ncov	2020-10-21	North America	Belize	EPI_ISL_1822771
hCoV-19/EquatorialGuinea/75945/2020	ncov	2020-12-23	Africa	Equatorial Guinea	EPI_ISL_2002673
hCoV-19/Senegal/SN-IR1-0015705/2020	ncov	2020-12-31	Africa	Senegal	EPI_ISL_1827857
hCoV-19/Japan/PG-32191/2021	ncov	2021-03-30	Asia	Japan	EPI_ISL_2007426
hCoV-19/Spain/CT-HUB00614/2021	ncov	2021-01-22	Europe	Spain	EPI_ISL_2017679
hCoV-19/Brazil/GO-HLAGYN-1326657/2020	ncov	2020-12-16	South America	Brazil	EPI_ISL_2017276
hCoV-19/Brazil/GO-HLAGYN-1482887/2021	ncov	2021-02-19	South America	Brazil	EPI_ISL_2017289
hCoV-19/USA/FL-CDC-STM-000040887/2021	ncov	2021-03-21	North America	USA	EPI_ISL_1512161
hCoV-19/Argentina/PAIS-G0196/2021	ncov	2021-03-22	South America	Argentina	EPI_ISL_2007559
hCoV-19/USA/CA-SEARCH-14427/2021	ncov	2021-02-04	North America	USA	EPI_ISL_1816159
hCoV-19/Finland/V9026/2021	ncov	2021-03-19	Europe	Finland	EPI_ISL_2031190
hCoV-19/Sweden/3834390472/2021	ncov	2021-03-26	Europe	Sweden	EPI_ISL_2032519
hCoV-19/Belize/BZ-CML-TCMC-BZ002-0820/2020	ncov	2020-08-12	North America	Belize	EPI_ISL_1822760
hCoV-19/Japan/Donner254/2021	ncov	2021-01-07	Asia	Japan	EPI_ISL_1973113
hCoV-19/Japan/PG-33578/2021	ncov	2021-03-22	Asia	Japan	EPI_ISL_1933062
hCoV-19/Israel/CVL-7775/2021	ncov	2021-02-23	Asia	Israel	EPI_ISL_2083388
hCoV-19/Israel/CVL-7915/2021	ncov	2021-02-28	Asia	Israel	EPI_ISL_2083181
hCoV-19/Bulgaria/21BG-NC_A000132/2021	ncov	2021-01-29	Europe	Bulgaria	EPI_ISL_2081988
hCoV-19/Israel/CVL-9084/2021	ncov	2021-03-03	Asia	Israel	EPI_ISL_2084123
hCoV-19/Israel/CVL-8296/2021	ncov	2021-02-23	Asia	Israel	EPI_ISL_2083551
hCoV-19/Israel/CVL-8300/2021	ncov	2021-02-25	Asia	Israel	EPI_ISL_2083555
hCoV-19/SouthAfrica/NICD-N5074/2021	ncov	2021-03-08	Africa	South Africa	EPI_ISL_2087003
hCoV-19/Israel/CVL-9290/2021	ncov	2021-03-03	Asia	Israel	EPI_ISL_2084368
hCoV-19/Israel/HMO-VL-2652616/2021	ncov	2021-02-07	Asia	Israel	EPI_ISL_2096873
hCoV-19/Israel/HMO-VL-2643368/2021	ncov	2021-02-14	Asia	Israel	EPI_ISL_2096820
hCoV-19/Indonesia/BA-EIJK-UNWAR-356/2021	ncov	2021-02-20	Asia	Indonesia	EPI_ISL_2101326
hCoV-19/USA/CA-CZB-30587/2021	ncov	2021-03-24	North America	USA	EPI_ISL_2102843
hCoV-19/CostaRica/INC-0520/2021	ncov	2021-03-24	North America	Costa Rica	EPI_ISL_2103375
hCoV-19/CostaRica/INC-0539/2021	ncov	2021-03-30	North America	Costa Rica	EPI_ISL_2103393
hCoV-19/CostaRica/INC-0527/2021	ncov	2021-03-28	North America	Costa Rica	EPI_ISL_2103382
hCoV-19/CostaRica/INC-0566/2021	ncov	2021-03-17	North America	Costa Rica	EPI_ISL_2103417
hCoV-19/CostaRica/INC-0547/2021	ncov	2021-03-31	North America	Costa Rica	EPI_ISL_2103400
hCoV-19/India/RJ-4759/2020	ncov	2020-10-08	Asia	India	EPI_ISL_2106849
hCoV-19/India/RJ-4734/2020	ncov	2020-10-06	Asia	India	EPI_ISL_2106830
hCoV-19/Philippines/PH-PGC-01670/2020	ncov	2020-12-09	Asia	Philippines	EPI_ISL_2105242
hCoV-19/India/WB-1931500566581/2020	ncov	2020-12-01	Asia	India	EPI_ISL_2132677
hCoV-19/Brazil/RS-HBM-39469/2021	ncov	2021-03-10	South America	Brazil	EPI_ISL_2139495
hCoV-19/Brazil/RS-HBM-39471/2021	ncov	2021-03-10	South America	Brazil	EPI_ISL_2139497
hCoV-19/SouthAfrica/NHLS-UCT-GS-9504/2021	ncov	2021-01-05	Africa	South Africa	EPI_ISL_2140688
hCoV-19/SouthAfrica/NHLS-UCT-GS-7149/2020	ncov	2020-11-30	Africa	South Africa	EPI_ISL_2140669
hCoV-19/Gambia/20290/2021	ncov	2021-03-09	Africa	Gambia	EPI_ISL_2142744
hCoV-19/Philippines/PH-PGC-01920/2020	ncov	2020-12-03	Asia	Philippines	EPI_ISL_2154472
hCoV-19/Brazil/SC-FIOCRUZ-19093/2021	ncov	2021-03-19	South America	Brazil	EPI_ISL_2157498
hCoV-19/Brazil/PR-FIOCRUZ-19073/2021	ncov	2021-03-14	South America	Brazil	EPI_ISL_2157483
hCoV-19/Brazil/AL-FIOCRUZ-18762/2021	ncov	2021-03-24	South America	Brazil	EPI_ISL_2157512
hCoV-19/Philippines/PH-PGC-02895/2021	ncov	2021-01-20	Asia	Philippines	EPI_ISL_2155739
hCoV-19/Haiti/34035/2020	ncov	2020-12-07	Caribbean	Haiti	EPI_ISL_2157558
hCoV-19/Haiti/18256/2021	ncov	2021-02-01	Caribbean	Haiti	EPI_ISL_2157559
hCoV-19/Philippines/PH-PGC-03951/2021	ncov	2021-01-27	Asia	Philippines	EPI_ISL_2156223
hCoV-19/Honduras/19176/2021	ncov	2021-02-19	North America	Honduras	EPI_ISL_2157555
hCoV-19/Honduras/19153/2021	ncov	2021-01-26	North America	Honduras	EPI_ISL_2157579
hCoV-19/Honduras/19182/2021	ncov	2021-02-18	North America	Honduras	EPI_ISL_2157585
hCoV-19/Philippines/PH-PGC-03077/2021	ncov	2021-01-12	Asia	Philippines	EPI_ISL_2155805
hCoV-19/Philippines/PH-PGC-01825/2020	ncov	2020-11-03	Asia	Philippines	EPI_ISL_2156763
hCoV-19/Honduras/19172/2021	ncov	2021-02-19	North America	Honduras	EPI_ISL_2157355
hCoV-19/Honduras/19174/2021	ncov	2021-02-17	North America	Honduras	EPI_ISL_2157351
hCoV-19/Honduras/19160/2021	ncov	2021-01-30	North America	Honduras	EPI_ISL_2157348
hCoV-19/Honduras/19163/2021	ncov	2021-02-10	North America	Honduras	EPI_ISL_2157349
hCoV-19/Honduras/19179/2021	ncov	2021-02-18	North America	Honduras	EPI_ISL_2157378
hCoV-19/Brazil/ES-FIOCRUZ-16522/2021	ncov	2021-03-09	South America	Brazil	EPI_ISL_2157376
hCoV-19/Haiti/34046/2020	ncov	2020-12-27	Caribbean	Haiti	EPI_ISL_2157370
hCoV-19/Haiti/34030/2020	ncov	2020-12-01	Caribbean	Haiti	EPI_ISL_2157366
hCoV-19/Haiti/34049/2020	ncov	2020-12-29	Caribbean	Haiti	EPI_ISL_2157368
hCoV-19/Haiti/18249/2021	ncov	2021-01-12	Caribbean	Haiti	EPI_ISL_2157369
hCoV-19/Haiti/34029/2020	ncov	2020-11-28	Caribbean	Haiti	EPI_ISL_2157365
hCoV-19/Honduras/19183/2021	ncov	2021-02-18	North America	Honduras	EPI_ISL_2157360
hCoV-19/Philippines/PH-PGC-03226/2020	ncov	2020-12-17	Asia	Philippines	EPI_ISL_2155631
hCoV-19/USA/MD-IGS-122108000944A/2021	ncov	2021-03-21	North America	USA	EPI_ISL_2161588
hCoV-19/Indonesia/SB_23/2020	ncov	2020-08-19	Asia	Indonesia	EPI_ISL_1447347
hCoV-19/Canada/ABPHL-03733/2021	ncov	2021-01-12	North America	Canada	EPI_ISL_2163846
hCoV-19/Reunion/PIMIT_01221/2021	ncov	2021-02-19	Africa	Reunion	EPI_ISL_1629127
hCoV-19/Canada/ABPHL-02714/2021	ncov	2021-01-07	North America	Canada	EPI_ISL_2163193
hCoV-19/Reunion/PIMIT_01026/2021	ncov	2021-02-15	Africa	Reunion	EPI_ISL_1629022
hCoV-19/Canada/AB-ABPHL-05529/2021	ncov	2021-02-19	North America	Canada	EPI_ISL_2164951
hCoV-19/Canada/ABPHL-09095/2021	ncov	2021-03-20	North America	Canada	EPI_ISL_2167272
hCoV-19/Brazil/SP-IB_100229/2021	ncov	2021-03-17	South America	Brazil	EPI_ISL_2170922
hCoV-19/Brazil/SP-IB_100078/2021	ncov	2021-03-10	South America	Brazil	EPI_ISL_2170909
hCoV-19/SouthAfrica/NHLS-UCT-GS-8550/2020	ncov	2020-12-21	Africa	South Africa	EPI_ISL_1534328
hCoV-19/Israel/CVL-9593/2021	ncov	2021-03-16	Asia	Israel	EPI_ISL_2182809
hCoV-19/Philippines/PH-PGC-16961/2021	ncov	2021-03-20	Asia	Philippines	EPI_ISL_2189065
hCoV-19/Philippines/PH-PGC-16352/2021	ncov	2021-03-23	Asia	Philippines	EPI_ISL_2189129
