strain	virus	date	region	country
SintMaarten/SX-RIVM-23174/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23184/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23111/2021	ncov	2021-03-17	North America	Sint Maarten
SintMaarten/SX-RIVM-23185/2021	ncov	2021-03-25	North America	Sint Maarten
SintMaarten/SX-RIVM-23175/2021	ncov	2021-03-25	North America	Sint Maarten
SintMaarten/SX-RIVM-23163/2021	ncov	2021-03-25	North America	Sint Maarten
SintMaarten/SX-RIVM-23162/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23164/2021	ncov	2021-03-22	North America	Sint Maarten
SintMaarten/SX-RIVM-23151/2021	ncov	2021-03-25	North America	Sint Maarten
SintMaarten/SX-RIVM-23100/2021	ncov	2021-02-12	North America	Sint Maarten
SintMaarten/SX-RIVM-23150/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23152/2021	ncov	2021-03-26	North America	Sint Maarten
SintMaarten/SX-RIVM-23209/2021	ncov	2021-03-15	North America	Sint Maarten
SintMaarten/SX-RIVM-23219/2021	ncov	2021-03-23	North America	Sint Maarten
SintMaarten/SX-RIVM-23220/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23091/2021	ncov	2021-03-17	North America	Sint Maarten
SintMaarten/SX-RIVM-23196/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23208/2021	ncov	2021-03-24	North America	Sint Maarten
SintMaarten/SX-RIVM-23089/2021	ncov	2021-03-19	North America	Sint Maarten
SintMaarten/SX-RIVM-23038/2021	ncov	2021-02-09	North America	Sint Maarten
SintMaarten/SX-RIVM-23039/2021	ncov	2021-02-17	North America	Sint Maarten
SintMaarten/SX-RIVM-23049/2021	ncov	2021-02-17	North America	Sint Maarten
SintMaarten/SX-RIVM-23050/2021	ncov	2021-02-15	North America	Sint Maarten
SintMaarten/SX-RIVM-23232/2021	ncov	2021-03-25	North America	Sint Maarten
SintMaarten/SX-RIVM-23058/2021	ncov	2021-02-15	North America	Sint Maarten
SintMaarten/SX-RIVM-23068/2021	ncov	2021-02-14	North America	Sint Maarten
SintMaarten/SX-RIVM-23069/2021	ncov	2021-02-08	North America	Sint Maarten
SintMaarten/SX-RIVM-23070/2021	ncov	2021-02-09	North America	Sint Maarten
SintMaarten/SX-RIVM-23078/2021	ncov	2021-02-16	North America	Sint Maarten
SintMaarten/SX-RIVM-23079/2021	ncov	2021-02-09	North America	Sint Maarten
SintMaarten/SX-RIVM-23081/2021	ncov	2021-02-27	North America	Sint Maarten
SintMaarten/SX-RIVM-25672/2021	ncov	2021-03-31	North America	Sint Maarten
SintMaarten/SX-RIVM-25295/2021	ncov	2021-03-30	North America	Sint Maarten
SintMaarten/SX-RIVM-25284/2021	ncov	2021-03-29	North America	Sint Maarten
SintMaarten/SX-RIVM-25327/2021	ncov	2021-03-29	North America	Sint Maarten
SintMaarten/SX-RIVM-25306/2021	ncov	2021-03-29	North America	Sint Maarten
SintMaarten/SX-RIVM-25316/2021	ncov	2021-03-29	North America	Sint Maarten
SintMaarten/SX-RIVM-25273/2021	ncov	2021-03-30	North America	Sint Maarten
SintMaarten/SX-RIVM-25750/2021	ncov	2021-03-30	North America	Sint Maarten
SintMaarten/SX-RIVM-25718/2021	ncov	2021-03-30	North America	Sint Maarten
SintMaarten/SX-RIVM-25706/2021	ncov	2021-03-30	North America	Sint Maarten
SintMaarten/SX-RIVM-25684/2021	ncov	2021-03-30	North America	Sint Maarten
SintMaarten/SX-RIVM-25740/2021	ncov	2021-03-31	North America	Sint Maarten
SintMaarten/SX-RIVM-25695/2021	ncov	2021-03-31	North America	Sint Maarten
Slovakia/srUVZ_PL6_F2/2021	ncov	2021-03-09	Europe	Slovakia
Slovakia/UKBA-2428/2021	ncov	2021-03-23	Europe	Slovakia
Slovakia/srUVZ_PL5_G7/2021	ncov	2021-03-16	Europe	Slovakia
Slovakia/srUVZ_PL5_C9/2021	ncov	2021-03-19	Europe	Slovakia
Slovakia/srUVZ_PL1_G4/2021	ncov	2021-03-03	Europe	Slovakia
Slovakia/020382062/2021	ncov	2021-02-03	Europe	Slovakia
Slovakia/UVZ_PL7_C8/2021	ncov	2021-03-19	Europe	Slovakia
Slovakia/UKBA-2662/2021	ncov	2021-03-30	Europe	Slovakia
Slovakia/7262/2021	ncov	2021-03-12	Europe	Slovakia
Slovenia/90-008182-NM/2021	ncov	2021-02-17	Europe	Slovenia
Slovenia/90-008434-NM/2021	ncov	2021-02-18	Europe	Slovenia
Slovenia/08-073881-MB/2021	ncov	2021-03-19	Europe	Slovenia
Slovenia/69273/2021	ncov	2021-02-08	Europe	Slovenia
Slovenia/08-048488-MB/2021	ncov	2021-02-20	Europe	Slovenia
Slovenia/98069/2021	ncov	2021-02-23	Europe	Slovenia
Slovenia/90-015558-NM/2021	ncov	2021-03-25	Europe	Slovenia
Slovenia/17-032020-CE/2021	ncov	2021-03-22	Europe	Slovenia
Slovenia/08-050457-MB/2021	ncov	2021-02-23	Europe	Slovenia
Slovenia/5C-017622-KP/2021	ncov	2021-03-22	Europe	Slovenia
Slovenia/187380/2020	ncov	2020-11-05	Europe	Slovenia
Slovenia/21-6006/2021	ncov	2021-03-15	Europe	Slovenia
Slovenia/22-4729/2021	ncov	2021-03-26	Europe	Slovenia
Slovenia/250848/2020	ncov	2020-12-03	Europe	Slovenia
Slovenia/90169/2021	ncov	2021-02-19	Europe	Slovenia
Slovenia/48318/2021	ncov	2021-01-26	Europe	Slovenia
SouthAfrica/KRISP-K002578/2020	ncov	2020-07-31	Africa	South Africa
SouthAfrica/NHLS-UCT-GS-1107/2020	ncov	2020-11-04	Africa	South Africa
SouthAfrica/KRISP-K000580/2020	ncov	2020-07-13	Africa	South Africa
SouthAfrica/NICD-N22309/2020	ncov	2020-07-18	Africa	South Africa
SouthAfrica/NICD-N4374/2021	ncov	2021-01-04	Africa	South Africa
SouthKorea/KDCA1262/2021	ncov	2021-01-09	Asia	South Korea
SouthKorea/KDCA0449/2020	ncov	2020-11-16	Asia	South Korea
SouthKorea/KDCA2783/2021	ncov	2021-03-31	Asia	South Korea
SouthKorea/KDCA2036/2020	ncov	2020-12-14	Asia	South Korea
SouthKorea/KDCA11411/2021	ncov	2021-01-25	Asia	South Korea
SouthKorea/KDCA3600/2020	ncov	2020-12-12	Asia	South Korea
SouthKorea/KDCA4547/2021	ncov	2021-03-15	Asia	South Korea
SouthKorea/SIHE91/2020	ncov	2020-11-25	Asia	South Korea
Spain/CT-HUVH-06137/2020	ncov	2020-12-07	Europe	Spain
Spain/PV-IBV-97011412/2020	ncov	2020-12-04	Europe	Spain
Spain/MD-IBV-99012361/2020	ncov	2020-11-22	Europe	Spain
Spain/MD-IBV-99007154/2020	ncov	2020-08-14	Europe	Spain
Spain/CM-ISCIII-210135/2021	ncov	2021-01-04	Europe	Spain
Spain/MD-IBV-99020783/2021	ncov	2021-01-15	Europe	Spain
Spain/NC-CHN-01000544/2021	ncov	2021-03-02	Europe	Spain
Spain/NC-CHN-01000398/2021	ncov	2021-03-07	Europe	Spain
Spain/VC-IBV-99025498/2021	ncov	2021-02-19	Europe	Spain
Spain/CM-ISCIII-211957/2021	ncov	2021-02-28	Europe	Spain
Spain/CM-IBV-98019343/2021	ncov	2021-01-25	Europe	Spain
Spain/CT-HUGTiPM004AS3F2/2021	ncov	2021-02-17	Europe	Spain
Spain/MD-IBV-99023564/2021	ncov	2021-01-12	Europe	Spain
Spain/CT-HUVH-E06364/2021	ncov	2021-03-16	Europe	Spain
Spain/NC-CHN-01000647/2021	ncov	2021-02-18	Europe	Spain
Spain/CT-HUGTiPR011GI2F11/2021	ncov	2021-03-25	Europe	Spain
Spain/AN-IBV-98018836/2021	ncov	2021-01-29	Europe	Spain
Spain/CB-IBV-98017890/2021	ncov	2021-02-01	Europe	Spain
Spain/NC-CHN-01000856/2021	ncov	2021-01-30	Europe	Spain
Spain/MD-IBV-99023222/2020	ncov	2020-07-31	Europe	Spain
Spain/CM-ISCIII-213159/2021	ncov	2021-03-23	Europe	Spain
Spain/AN-IBV-98022509/2021	ncov	2021-03-02	Europe	Spain
Spain/VC-IBV-98025576/2021	ncov	2021-03-23	Europe	Spain
Spain/NC-CHN-01003084/2021	ncov	2021-02-15	Europe	Spain
Spain/VC-IBV-98022162/2021	ncov	2021-03-01	Europe	Spain
Spain/NC-CHN-01002721/2020	ncov	2020-12-04	Europe	Spain
Sweden/21-50238/2021	ncov	2021-01-07	Europe	Sweden
Sweden/20-33506/2020	ncov	2020-12-23	Europe	Sweden
Sweden/21-50839/2020	ncov	2020-12-21	Europe	Sweden
Sweden/20-08986/2020	ncov	2020-09-16	Europe	Sweden
Sweden/SE00210768/2021	ncov	2021-02-02	Europe	Sweden
Sweden/SE00161054/2021	ncov	2021-01-18	Europe	Sweden
Sweden/SE00191050/2021	ncov	2021-01-27	Europe	Sweden
Sweden/SE00294030/2021	ncov	2021-02-23	Europe	Sweden
Sweden/RVFOI21-00490/2021	ncov	2021-03-04	Europe	Sweden
Sweden/19557214/2021	ncov	2021-03-08	Europe	Sweden
Sweden/SE00216801/2021	ncov	2021-02-03	Europe	Sweden
Sweden/SE00157846/2021	ncov	2021-01-15	Europe	Sweden
Sweden/SE00237002/2021	ncov	2021-02-09	Europe	Sweden
Sweden/SE00210912/2021	ncov	2021-02-02	Europe	Sweden
Sweden/DC107479801/2021	ncov	2021-02-18	Europe	Sweden
Sweden/DC107401151/2021	ncov	2021-02-16	Europe	Sweden
Sweden/4011715864/2021	ncov	2021-03-15	Europe	Sweden
Sweden/DC107848441/2021	ncov	2021-03-02	Europe	Sweden
Sweden/461847150731/2021	ncov	2021-03-15	Europe	Sweden
Sweden/4009821364/2021	ncov	2021-03-20	Europe	Sweden
Sweden/3943432964/2021	ncov	2021-03-24	Europe	Sweden
Sweden/4012252364/2021	ncov	2021-03-19	Europe	Sweden
Sweden/7433114910/2021	ncov	2021-02-18	Europe	Sweden
Sweden/9521404609/2021	ncov	2021-02-16	Europe	Sweden
Sweden/2822097073/2021	ncov	2021-02-26	Europe	Sweden
Sweden/2265389144/2021	ncov	2021-02-23	Europe	Sweden
Sweden/2515643456/2021	ncov	2021-02-15	Europe	Sweden
Sweden/RVFOI21-00701/2020	ncov	2020-11-23	Europe	Sweden
Sweden/SE00196137/2021	ncov	2021-01-28	Europe	Sweden
Sweden/SE00186466/2021	ncov	2021-01-25	Europe	Sweden
Sweden/SE00207946/2021	ncov	2021-02-02	Europe	Sweden
Sweden/1919842364/2021	ncov	2021-03-19	Europe	Sweden
Sweden/3945237763/2021	ncov	2021-03-26	Europe	Sweden
Sweden/1903998763/2021	ncov	2021-03-26	Europe	Sweden
Sweden/1454740564/2021	ncov	2021-03-29	Europe	Sweden
Sweden/3946464263/2021	ncov	2021-03-30	Europe	Sweden
Sweden/14768267P/2021	ncov	2021-03-02	Europe	Sweden
Sweden/SE1410303226/2021	ncov	2021-02-22	Europe	Sweden
Sweden/10039831/2021	ncov	2021-03-24	Europe	Sweden
Sweden/15157389P/2021	ncov	2021-03-10	Europe	Sweden
Sweden/SE00153889/2021	ncov	2021-01-14	Europe	Sweden
Sweden/3942526464/2021	ncov	2021-03-23	Europe	Sweden
Sweden/21-52029/2021	ncov	2021-03-22	Europe	Sweden
Sweden/SE00393056/2021	ncov	2021-03-31	Europe	Sweden
Sweden/4013593164/2021	ncov	2021-03-24	Europe	Sweden
Sweden/3940948564/2021	ncov	2021-03-20	Europe	Sweden
Sweden/10026646/2021	ncov	2021-02-25	Europe	Sweden
Sweden/6616051469/2021	ncov	2021-03-16	Europe	Sweden
Sweden/15545973P/2021	ncov	2021-03-21	Europe	Sweden
Sweden/DC108165201/2021	ncov	2021-03-11	Europe	Sweden
Sweden/DC108123361/2021	ncov	2021-03-10	Europe	Sweden
Sweden/DC108074201/2021	ncov	2021-03-09	Europe	Sweden
Sweden/DC107984691/2021	ncov	2021-03-06	Europe	Sweden
Sweden/1919786664/2021	ncov	2021-03-15	Europe	Sweden
Sweden/1919130364/2021	ncov	2021-03-15	Europe	Sweden
Sweden/4011877064/2021	ncov	2021-03-17	Europe	Sweden
Sweden/4011535964/2021	ncov	2021-03-16	Europe	Sweden
Sweden/15331155P/2021	ncov	2021-03-16	Europe	Sweden
Sweden/6343347644/2021	ncov	2021-03-22	Europe	Sweden
Sweden/01_SE100_21CS501054/2021	ncov	2021-03-29	Europe	Sweden
Sweden/SE1410316617/2021	ncov	2021-02-19	Europe	Sweden
Sweden/01_SE100_21CS500108/2021	ncov	2021-02-03	Europe	Sweden
Sweden/101463191/2021	ncov	2021-02-09	Europe	Sweden
Sweden/SE1410248297/2021	ncov	2021-02-02	Europe	Sweden
Sweden/1919217664/2021	ncov	2021-02-22	Europe	Sweden
Sweden/3916490063/2021	ncov	2021-02-10	Europe	Sweden
Sweden/SE1410154039/2021	ncov	2021-02-01	Europe	Sweden
Sweden/21-20498/2021	ncov	2021-01-18	Europe	Sweden
Sweden/3926049863/2021	ncov	2021-02-24	Europe	Sweden
Sweden/1910035663/2021	ncov	2021-03-01	Europe	Sweden
Sweden/SE1410193058/2021	ncov	2021-02-12	Europe	Sweden
Sweden/3928010363/2021	ncov	2021-03-01	Europe	Sweden
Sweden/1919145164/2021	ncov	2021-03-09	Europe	Sweden
Sweden/1916487264/2021	ncov	2021-03-12	Europe	Sweden
Sweden/SE1410281936/2021	ncov	2021-03-18	Europe	Sweden
Sweden/3939412563/2021	ncov	2021-03-18	Europe	Sweden
Sweden/1912303763/2021	ncov	2021-03-22	Europe	Sweden
Sweden/SE1410070022/2021	ncov	2021-02-22	Europe	Sweden
Switzerland/GE-33080591/2021	ncov	2021-01-25	Europe	Switzerland
Switzerland/SH-ETHZ-461389/2021	ncov	2021-01-16	Europe	Switzerland
Switzerland/GE-33118542/2021	ncov	2021-01-29	Europe	Switzerland
Switzerland/GE-33262259/2021	ncov	2021-02-14	Europe	Switzerland
Switzerland/AG-ETHZ-480439/2021	ncov	2021-02-02	Europe	Switzerland
Switzerland/FR-33009688/2021	ncov	2021-01-19	Europe	Switzerland
Switzerland/BL-ETHZ-451146/2021	ncov	2021-01-12	Europe	Switzerland
Switzerland/SH-ETHZ-370463/2020	ncov	2020-11-16	Europe	Switzerland
Switzerland/GE-33018459/2021	ncov	2021-01-20	Europe	Switzerland
Switzerland/BL-ETHZ-270216/2020	ncov	2020-08-30	Europe	Switzerland
Switzerland/TI-ETHZ-500592/2021	ncov	2021-02-16	Europe	Switzerland
Switzerland/VD-ETHZ-490015/2021	ncov	2021-02-11	Europe	Switzerland
Switzerland/SO-ETHZ-430105/2020	ncov	2020-12-25	Europe	Switzerland
Switzerland/BL-ETHZ-200012/2020	ncov	2020-07-13	Europe	Switzerland
Switzerland/GE-33055003/2021	ncov	2021-01-23	Europe	Switzerland
Switzerland/BS-UHB-42502183/2020	ncov	2020-10-24	Europe	Switzerland
Switzerland/AG-ETHZ-451138/2021	ncov	2021-01-12	Europe	Switzerland
Switzerland/BE-ETHZ-481120/2021	ncov	2021-02-01	Europe	Switzerland
Switzerland/GE-33119144/2021	ncov	2021-01-29	Europe	Switzerland
Switzerland/BL-ETHZ-530480/2020	ncov	2020-11-03	Europe	Switzerland
Switzerland/SZ-ETHZ-550014/2020	ncov	2020-12-07	Europe	Switzerland
Switzerland/BS-UHB-42624543/2021	ncov	2021-01-04	Europe	Switzerland
Switzerland/BE-ETHZ-531737/2021	ncov	2021-03-10	Europe	Switzerland
Switzerland/ZH-ETHZ-531652/2021	ncov	2021-03-09	Europe	Switzerland
Switzerland/SO-UHB-42710104/2021	ncov	2021-02-15	Europe	Switzerland
Switzerland/VS-ETHZ-520988/2021	ncov	2021-03-03	Europe	Switzerland
Switzerland/SO-ETHZ-510198/2021	ncov	2021-02-19	Europe	Switzerland
Switzerland/SO-UHB-42613042/2020	ncov	2020-12-25	Europe	Switzerland
Switzerland/SO-ETHZ-550416/2021	ncov	2021-03-25	Europe	Switzerland
Switzerland/GE-33689687/2021	ncov	2021-03-27	Europe	Switzerland
Switzerland/GE-33641647/2021	ncov	2021-03-23	Europe	Switzerland
Switzerland/SH-ETHZ-521465/2020	ncov	2020-12-02	Europe	Switzerland
Switzerland/BL-ETHZ-550309/2021	ncov	2021-03-25	Europe	Switzerland
Switzerland/BE-ETHZ-550103/2020	ncov	2020-12-07	Europe	Switzerland
Switzerland/BS-UHB-42613118/2020	ncov	2020-12-26	Europe	Switzerland
Switzerland/BS-ETHZ-430168/2020	ncov	2020-12-26	Europe	Switzerland
Switzerland/BL-ETHZ-561486/2021	ncov	2021-03-29	Europe	Switzerland
Switzerland/BL-ETHZ-530913/2021	ncov	2021-03-05	Europe	Switzerland
Switzerland/JU-UHB-725661201/2021	ncov	2021-01-26	Europe	Switzerland
Switzerland/SO-ETHZ-560376/2021	ncov	2021-03-30	Europe	Switzerland
Switzerland/GR-UHB-4183000901/2021	ncov	2021-02-04	Europe	Switzerland
Switzerland/SO-UHB-42735794/2021	ncov	2021-03-08	Europe	Switzerland
Switzerland/SO-UHB-42729974/2021	ncov	2021-03-04	Europe	Switzerland
Switzerland/SG-ETHZ-580863/2020	ncov	2020-12-29	Europe	Switzerland
Switzerland/VD-CHUV-GEN10315/2020	ncov	2020-12-03	Europe	Switzerland
Bahamas/33827/2020	ncov	2020-08-03	North America	The Bahamas
Bahamas/33860/2020	ncov	2020-08-24	North America	The Bahamas
Bahamas/33858/2020	ncov	2020-11-24	North America	The Bahamas
Bahamas/33857/2020	ncov	2020-11-16	North America	The Bahamas
Bahamas/33856/2020	ncov	2020-11-16	North America	The Bahamas
Bahamas/33853/2020	ncov	2020-11-12	North America	The Bahamas
Bahamas/33852/2020	ncov	2020-11-10	North America	The Bahamas
Bahamas/10929/2021	ncov	2021-01-18	North America	The Bahamas
Bahamas/10931/2021	ncov	2021-01-25	North America	The Bahamas
Bahamas/33854/2020	ncov	2020-11-10	North America	The Bahamas
Bahamas/33848/2020	ncov	2020-11-06	North America	The Bahamas
Bahamas/33830/2020	ncov	2020-09-02	North America	The Bahamas
Bahamas/33826/2020	ncov	2020-07-28	North America	The Bahamas
Bahamas/33847/2020	ncov	2020-11-06	North America	The Bahamas
Bahamas/33846/2020	ncov	2020-11-05	North America	The Bahamas
Bahamas/33845/2020	ncov	2020-11-01	North America	The Bahamas
Bahamas/33843/2020	ncov	2020-11-04	North America	The Bahamas
Bahamas/33838/2020	ncov	2020-11-05	North America	The Bahamas
Bahamas/33835/2020	ncov	2020-10-26	North America	The Bahamas
Bahamas/33833/2020	ncov	2020-10-19	North America	The Bahamas
Bahamas/33829/2020	ncov	2020-09-03	North America	The Bahamas
Bahamas/33828/2020	ncov	2020-08-03	North America	The Bahamas
Bahamas/10930/2021	ncov	2021-01-20	North America	The Bahamas
Bahamas/33397/2021	ncov	2021-03-29	North America	The Bahamas
Bahamas/33382/2021	ncov	2021-03-18	North America	The Bahamas
Bahamas/33388/2021	ncov	2021-03-23	North America	The Bahamas
Turkey/HSGM-4567/2021	ncov	2021-02-17	Europe	Turkey
Turkey/HSGM-P631/2020	ncov	2020-12-29	Europe	Turkey
Turkey/HSGM-1160/2020	ncov	2020-12-28	Europe	Turkey
Turkey/HSGM-3223/2021	ncov	2021-01-28	Europe	Turkey
Turkey/HSGM-8743/2021	ncov	2021-03-04	Europe	Turkey
Turkey/HSGM-11313/2021	ncov	2021-03-10	Europe	Turkey
U.S.VirginIslands/VI-CDC-STM-000005664/2021	ncov	2021-01-27	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122442/2021	ncov	2021-02-18	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122510/2021	ncov	2021-02-09	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122538/2021	ncov	2021-02-19	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122440/2021	ncov	2021-02-19	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-3906183/2021	ncov	2021-02-09	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6054/2021	ncov	2021-03-22	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-3906154/2021	ncov	2021-01-27	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122443/2021	ncov	2021-02-23	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6062/2021	ncov	2021-03-26	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4420253/2021	ncov	2021-03-23	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6066/2021	ncov	2021-03-30	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-4190861-001/2021	ncov	2021-03-25	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6060/2021	ncov	2021-03-25	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122522/2021	ncov	2021-02-17	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6068/2021	ncov	2021-03-22	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6067/2021	ncov	2021-03-30	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6065/2021	ncov	2021-03-29	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122518/2021	ncov	2021-02-19	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122439/2021	ncov	2021-02-25	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122528/2021	ncov	2021-03-01	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122524/2021	ncov	2021-02-16	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122520/2021	ncov	2021-03-07	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4122114/2021	ncov	2021-03-08	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4420166/2021	ncov	2021-03-29	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-4420260/2021	ncov	2021-03-09	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-CDC-2-3906095/2021	ncov	2021-02-08	North America	U.S. Virgin Islands
U.S.VirginIslands/VI-Yale-6055/2021	ncov	2021-03-25	North America	U.S. Virgin Islands
Ukraine/HCL021165520101/2021	ncov	2021-02-25	Europe	Ukraine
UnitedArabEmirates/BTC-4585/2021	ncov	2021-01-08	Asia	United Arab Emirates
England/ALDP-11C5E45/2021	ncov	2021-01-29	Europe	United Kingdom
England/CAMC-11E8BEB/2021	ncov	2021-02-03	Europe	United Kingdom
Wales/PHWC-4C0B16/2021	ncov	2021-01-27	Europe	United Kingdom
England/CAMC-1172B31/2021	ncov	2021-01-25	Europe	United Kingdom
Scotland/QEUH-11CB665/2021	ncov	2021-02-01	Europe	United Kingdom
England/ALDP-10E8627/2021	ncov	2021-01-20	Europe	United Kingdom
England/ALDP-10E976F/2021	ncov	2021-01-21	Europe	United Kingdom
England/MILK-10AEA9A/2021	ncov	2021-01-17	Europe	United Kingdom
Wales/PHWC-4C46B7/2021	ncov	2021-01-30	Europe	United Kingdom
England/MILK-B5ADF6/2020	ncov	2020-11-06	Europe	United Kingdom
England/CAMC-12074BD/2021	ncov	2021-02-05	Europe	United Kingdom
England/CAMC-1216AAA/2021	ncov	2021-02-06	Europe	United Kingdom
England/ALDP-AA14DE/2020	ncov	2020-10-22	Europe	United Kingdom
England/ALDP-128EF44/2021	ncov	2021-02-11	Europe	United Kingdom
England/RAND-11ED937/2021	ncov	2021-01-29	Europe	United Kingdom
England/PHWC-4C6BF2/2021	ncov	2021-02-03	Europe	United Kingdom
England/ALDP-12AAD57/2021	ncov	2021-02-14	Europe	United Kingdom
England/ALDP-12AB785/2021	ncov	2021-02-14	Europe	United Kingdom
England/QEUH-9B4196/2020	ncov	2020-09-04	Europe	United Kingdom
England/ALDP-12AB503/2021	ncov	2021-02-14	Europe	United Kingdom
England/RAND-12BEEC6/2021	ncov	2021-02-10	Europe	United Kingdom
England/ALDP-12C2ACB/2021	ncov	2021-02-16	Europe	United Kingdom
Wales/PHWC-16BE71/2020	ncov	2020-09-16	Europe	United Kingdom
England/MILK-129BA52/2021	ncov	2021-02-12	Europe	United Kingdom
Scotland/QEUH-D11FA8/2020	ncov	2020-12-27	Europe	United Kingdom
England/ALDP-1030A24/2021	ncov	2021-01-14	Europe	United Kingdom
England/QEUH-120DB67/2021	ncov	2021-02-04	Europe	United Kingdom
England/ALDP-121F977/2021	ncov	2021-02-04	Europe	United Kingdom
England/QEUH-1179A1F/2021	ncov	2021-01-18	Europe	United Kingdom
England/MILK-11DE1AA/2021	ncov	2021-02-01	Europe	United Kingdom
England/CAMC-11E91D9/2021	ncov	2021-02-03	Europe	United Kingdom
England/ALDP-11980EB/2021	ncov	2021-01-26	Europe	United Kingdom
Wales/PHWC-4BAAB8/2021	ncov	2021-01-15	Europe	United Kingdom
England/LOND-1288C43/2020	ncov	2020-12-29	Europe	United Kingdom
England/NORT-1B8D4C5/2021	ncov	2021-02-01	Europe	United Kingdom
England/NORT-1B7FB1C/2021	ncov	2021-01-24	Europe	United Kingdom
England/MILK-11C3454/2021	ncov	2021-01-28	Europe	United Kingdom
England/MILK-121ADDA/2021	ncov	2021-02-01	Europe	United Kingdom
England/MILK-1206357/2021	ncov	2021-02-01	Europe	United Kingdom
England/ALDP-125CB5A/2021	ncov	2021-02-07	Europe	United Kingdom
England/CAMC-1209FE7/2021	ncov	2021-02-04	Europe	United Kingdom
England/CAMC-1252E5B/2021	ncov	2021-02-08	Europe	United Kingdom
England/ALDP-AA4BF4/2020	ncov	2020-10-22	Europe	United Kingdom
